character,pinyin,definition_en,learning_band,frequency_rank,token,frequency_per_million,coverage_rate_pct,rank_3500,rank_7000,in_3500,in_7000,in_corpus,source
明,míng,"Ming Dynasty (1368–1644); surname Ming; Ming (c. 2000 BC), fourth of the legendary Flame Emperors, 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",HSK1 Core,120.0,2864492.0,1508.9594937459158,50.657943681713164,1439.0,2370.0,True,True,True,"3500, 7000, corpus"
儿,ér,child; son,HSK1 Core,121.0,2850098.0,1501.3770103760971,50.80808138275077,222.0,338.0,True,True,True,"3500, 7000, corpus"
法,fǎ,France; French; abbr. for 法國|法国[Fa3 guo2]; Taiwan pr. [Fa4],HSK1 Core,122.0,2798486.0,1474.1887978095356,50.95550026253172,1746.0,2946.0,True,True,True,"3500, 7000, corpus"
才,cái,ability; talent; sb of a certain type; a capable individual; then and only then; just now; (before an expression of quantity) only,HSK1 Core,123.0,2774963.0,1461.7973321774498,51.101679995749464,1177.0,1989.0,True,True,True,"3500, 7000, corpus"
几,jǐ,small table,HSK1 Core,124.0,2760667.0,1454.2664733296708,51.24710664308243,284.0,414.0,True,True,True,"3500, 7000, corpus"
行,xíng,"(bound form) row; line; (bound form) line of business; trade; profession; (bound form) commercial firm; (bound form) to rank (first, second etc) among one's siblings (by age); (in data tables) row; (Tw) column; classifier for rows or lines",HSK1 Core,125.0,2756706.0,1452.1798944337525,51.392324632525806,2816.0,5315.0,True,True,True,"3500, 7000, corpus"
三,sān,surname San,HSK1 Core,126.0,2747794.0,1447.4852236131449,51.53707315488712,6.0,6.0,True,True,True,"3500, 7000, corpus"
定,dìng,to fix; to set; to make definite; to subscribe to (a newspaper etc); to book (tickets etc); to order (goods etc); to congeal; to coagulate; (literary) definitely,HSK1 Core,127.0,2738825.0,1442.7605262848203,51.6813492075156,822.0,1368.0,True,True,True,"3500, 7000, corpus"
此,cǐ,this; these,HSK1 Core,128.0,2725965.0,1435.986124719177,51.82494781998752,1664.0,2782.0,True,True,True,"3500, 7000, corpus"
进,jìn,to go forward; to advance; to go in; to enter; to put in; to submit; to take in; to admit; (math.) base of a number system; classifier for sections in a building or residential compound,HSK1 Core,129.0,2706350.0,1425.6533185986411,51.967513151847385,3109.0,5883.0,True,True,True,"3500, 7000, corpus"
再,zài,"again; once more; re-; further; beyond this point of time; (before an adjective) more; then (after sth, and not until then); no matter how ... (followed by an adjective or verb, and then (usually) 也[ye3] or 都[dou1] for emphasis); (used to introduce additional information, as in 再則|再则[zai4 ze2], 再就是[zai4 jiu4 shi4] etc); (literary) to reappear; to reoccur",HSK1 Core,130.0,2681503.0,1412.5643951381796,52.1087695913612,257.0,380.0,True,True,True,"3500, 7000, corpus"
种,zhǒng,"seed; species; kind; type; classifier for types, kinds, sorts",HSK1 Core,131.0,2653924.0,1398.0363064306466,52.24857322200427,2246.0,4073.0,True,True,True,"3500, 7000, corpus"
将,jiāng,"will; shall; to use; to take; to checkmate; just a short while ago; (introduces object of main verb, used in the same way as 把[ba3])",HSK1 Core,132.0,2629219.0,1385.0221858490588,52.38707544058917,865.0,1419.0,True,True,True,"3500, 7000, corpus"
实,shí,real; true; honest; really; solid; fruit; seed; definitely,HSK1 Core,133.0,2616492.0,1378.3178461347557,52.52490722520265,826.0,1372.0,True,True,True,"3500, 7000, corpus"
同,tóng,like; same; similar; together; alike; with,HSK1 Core,134.0,2614683.0,1377.364899600366,52.66264371516268,472.0,663.0,True,True,True,"3500, 7000, corpus"
最,zuì,"(before an adjective or verb) to the highest degree; (the) most ...; -est; (after 之[zhi1]) best or most extreme example (e.g. 世界之最[shi4 jie4 zhi1 zui4] ""the greatest in the world"")",HSK1 Core,135.0,2582957.0,1360.6522507612062,52.798708940238804,1485.0,2449.0,True,True,True,"3500, 7000, corpus"
本,běn,"(bound form) root; stem; (bound form) origin; source; (bound form) one's own; this; (bound form) this; the current (year etc); (bound form) original; (bound form) inherent; originally; initially; capital; principal; classifier for books, periodicals, files etc",HSK1 Core,136.0,2579524.0,1358.8438121472984,52.934593321453534,1498.0,2467.0,True,True,True,"3500, 7000, corpus"
向,xiàng,surname Xiang,HSK1 Core,137.0,2570964.0,1354.3345681813648,53.07002677827167,477.0,668.0,True,True,True,"3500, 7000, corpus"
分,fēn,to divide; to separate; to distribute; to allocate; to distinguish (good and bad); (bound form) branch of (an organization); sub- (as in 分局[fen1 ju2]); fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money),HSK1 Core,138.0,2568782.0,1353.1851323947214,53.205345291511144,302.0,433.0,True,True,True,"3500, 7000, corpus"
十,shí,ten; 10,HSK1 Core,139.0,2567177.0,1352.3396491511091,53.34057925642625,384.0,554.0,True,True,True,"3500, 7000, corpus"
学,xué,to learn; to study; to imitate; science; -ology,HSK1 Core,140.0,2566533.0,1352.0004022919898,53.47577929665545,806.0,1343.0,True,True,True,"3500, 7000, corpus"
高,gāo,surname Gao,HSK1 Core,141.0,2565932.0,1351.6838070088675,53.61094767735634,3444.0,6727.0,True,True,True,"3500, 7000, corpus"
第,dì,"(prefix indicating ordinal number, as in 第六[di4 liu4] ""sixth""); (literary) grades in which successful candidates in the imperial examinations were placed; (old) residence of a high official; (literary) but; however; (literary) only; just",HSK1 Core,142.0,2558818.0,1347.9362881334407,53.745741306169684,2315.0,4185.0,True,True,True,"3500, 7000, corpus"
感,gǎn,to feel; to move; to touch; to affect; feeling; emotion; (suffix) sense of ~,HSK1 Core,143.0,2529138.0,1332.3014328870731,53.87897144945839,1137.0,1908.0,True,True,True,"3500, 7000, corpus"
怎,zěn,how,HSK1 Core,144.0,2520317.0,1327.6546991226455,54.011736919370655,1068.0,1787.0,True,True,True,"3500, 7000, corpus"
神,shén,God,HSK1 Core,145.0,2509843.0,1322.1371966344225,54.143950639034095,2226.0,4037.0,True,True,True,"3500, 7000, corpus"
听,tīng,smile (archaic),HSK1 Core,146.0,2449553.0,1290.3775799631449,54.27298839703041,491.0,684.0,True,True,True,"3500, 7000, corpus"
边,biān,side; edge; margin; border; boundary; CL:個|个[ge4]; simultaneously,HSK1 Core,147.0,2448615.0,1289.883459537906,54.4019767429842,3094.0,5866.0,True,True,True,"3500, 7000, corpus"
作,zuò,(bound form) worker; (bound form) workshop; (slang) troublesome; high-maintenance (person),HSK1 Core,148.0,2437693.0,1284.1299592346436,54.530389738907665,150.0,192.0,True,True,True,"3500, 7000, corpus"
其,qí,his; her; its; their; that; such; it (refers to sth preceding it),HSK1 Core,149.0,2417047.0,1273.2540420710143,54.657715143114764,247.0,367.0,True,True,True,"3500, 7000, corpus"
吧,ba,"bar (loanword) (serving drinks, or providing Internet access etc); to puff (on a pipe etc); (onom.) bang; abbr. for 貼吧|贴吧[tie1 ba1]",HSK1 Core,150.0,2403165.0,1265.9412704898123,54.784309270163746,487.0,680.0,True,True,True,"3500, 7000, corpus"
却,què,but; yet; however; while; to go back; to decline; to retreat; nevertheless; even though,HSK2 Expansion,151.0,2377929.0,1252.6474292837024,54.90957401309212,409.0,586.0,True,True,True,"3500, 7000, corpus"
口,kǒu,"mouth; classifier for things with mouths (people, domestic animals, cannons, wells etc); classifier for bites or mouthfuls",HSK2 Expansion,152.0,2375024.0,1251.1171309518056,55.0346857261873,445.0,632.0,True,True,True,"3500, 7000, corpus"
觉,jué,a nap; a sleep; CL:場|场[chang2],HSK2 Expansion,153.0,2372600.0,1249.8402142025739,55.15966974760756,2865.0,5414.0,True,True,True,"3500, 7000, corpus"
啊,a,interjection of surprise; Ah!; Oh!,HSK2 Expansion,154.0,2366043.0,1246.3861122534354,55.2843083588329,569.0,829.0,True,True,True,"3500, 7000, corpus"
因,yīn,cause; reason; because,HSK2 Expansion,155.0,2334623.0,1229.8346583504408,55.407291824667944,616.0,972.0,True,True,True,"3500, 7000, corpus"
白,bái,surname Bai,HSK2 Expansion,156.0,2322211.0,1223.296254599837,55.52962145012793,2111.0,3787.0,True,True,True,"3500, 7000, corpus"
次,cì,"next in sequence; second; the second (day, time etc); secondary; vice-; sub-; infra-; inferior quality; substandard; order; sequence; hypo- (chemistry); classifier for enumerated events: time",HSK2 Expansion,157.0,2307457.0,1215.5241301286474,55.65117386314079,1652.0,2765.0,True,True,True,"3500, 7000, corpus"
军,jūn,(bound form) army; military,HSK2 Expansion,158.0,2275004.0,1198.4285116208853,55.77101671430288,262.0,385.0,True,True,True,"3500, 7000, corpus"
做,zuò,"to make; to produce; to write; to compose; to do; to engage in; to hold (a party etc); (of a person) to be (an intermediary, a good student etc); to become (husband and wife, friends etc); (of a thing) to serve as; to be used for; to assume (an air or manner)",HSK2 Expansion,159.0,2254997.0,1187.8892074121898,55.8898056350441,202.0,298.0,True,True,True,"3500, 7000, corpus"
外,wài,outside; in addition; foreign; external,HSK2 Expansion,160.0,2234449.0,1177.0649147706006,56.007512126521156,708.0,1155.0,True,True,True,"3500, 7000, corpus"
门,mén,surname Men,HSK2 Expansion,161.0,2233462.0,1176.5449820843417,56.12516662472959,3264.0,6336.0,True,True,True,"3500, 7000, corpus"
光,guāng,light; ray (CL:道[dao4]); bright; shiny; only; merely; used up; finished; to leave (a part of the body) uncovered,HSK2 Expansion,162.0,2185701.0,1151.3854025216135,56.24030516498175,229.0,346.0,True,True,True,"3500, 7000, corpus"
风,fēng,"wind; news; style; custom; manner; CL:陣|阵[zhen4],絲|丝[si1]",HSK2 Expansion,163.0,2175031.0,1145.7646509893107,56.354881630080676,3393.0,6588.0,True,True,True,"3500, 7000, corpus"
主,zhǔ,owner; master; host; individual or party concerned; God; Lord; main; to indicate or signify; trump card (in card games),HSK2 Expansion,164.0,2156315.0,1135.9054208413652,56.468472172164816,34.0,37.0,True,True,True,"3500, 7000, corpus"
住,zhù,to live; to reside; to stay; to stop; to cease; (result complement indicating firmness or a stable achieved state),HSK2 Expansion,165.0,2114870.0,1114.0729890460243,56.57987947106942,144.0,182.0,True,True,True,"3500, 7000, corpus"
果,guǒ,fruit; result; resolute; indeed; if really,HSK2 Expansion,166.0,2105431.0,1109.100704724243,56.69078954154184,1534.0,2518.0,True,True,True,"3500, 7000, corpus"
与,yǔ,"(formal) and; together with (linking parallel nouns, verbs, or phrases); (formal) with; from (marking the other participant in an interaction, comparison, or contrast, e.g. 與他握手|与他握手[yu3 ta1 wo4 shou3] ""shake hands with him"", 與去年不同|与去年不同[yu3 qu4 nian2 bu4 tong2] ""different from last year""); (literary) to give; to grant; to bestow",HSK2 Expansion,167.0,2104552.0,1108.6376643683955,56.80165330797868,10.0,10.0,True,True,True,"3500, 7000, corpus"
全,quán,surname Quan,HSK2 Expansion,168.0,2085206.0,1098.4465622930509,56.91149796420799,238.0,357.0,True,True,True,"3500, 7000, corpus"
二,èr,two; 2; (Beijing dialect) stupid,HSK2 Expansion,169.0,2073729.0,1092.4006986251748,57.020738034070504,67.0,73.0,True,True,True,"3500, 7000, corpus"
候,hòu,to wait; to inquire after; to watch; season; climate; (old) period of five days,HSK2 Expansion,170.0,2064968.0,1087.7855717109755,57.129516591241604,191.0,274.0,True,True,True,"3500, 7000, corpus"
公,gōng,"public; collectively owned; common; international (e.g. high seas, metric system, calendar); make public; fair; just; Duke, highest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4]; honorable (gentlemen); father-in-law; male (animal)",HSK2 Expansion,171.0,2055138.0,1082.607316081872,57.237777322849794,240.0,359.0,True,True,True,"3500, 7000, corpus"
相,xiāng,surname Xiang,HSK2 Expansion,172.0,2037658.0,1073.3991870486338,57.34511724155466,2138.0,3830.0,True,True,True,"3500, 7000, corpus"
吗,ma,(coll.) what?,HSK2 Expansion,173.0,2028487.0,1068.5680799912066,57.45197404955378,480.0,671.0,True,True,True,"3500, 7000, corpus"
等,děng,to wait for; to await; by the time; when; till; and so on; etc.; et al.; (bound form) class; rank; grade; (bound form) equal to; same as; (used to end an enumeration); (literary) (plural suffix attached to a personal pronoun or noun),HSK2 Expansion,174.0,2002114.0,1054.6752889732666,57.55744157845111,2317.0,4195.0,True,True,True,"3500, 7000, corpus"
别,bié,surname Bie,HSK2 Expansion,175.0,2000757.0,1053.9604473772652,57.662837623188835,317.0,452.0,True,True,True,"3500, 7000, corpus"
色,sè,color; CL:種|种[zhong3]; look; appearance; sex,HSK2 Expansion,176.0,1988512.0,1047.5100160264642,57.76758862479148,2618.0,4799.0,True,True,True,"3500, 7000, corpus"
死,sǐ,to die; impassable; uncrossable; inflexible; rigid; extremely; damned,HSK2 Expansion,177.0,1979349.0,1042.683123215734,57.87185693711305,1670.0,2788.0,True,True,True,"3500, 7000, corpus"
张,zhāng,surname Zhang,HSK2 Expansion,178.0,1977218.0,1041.5605532517848,57.97601299243823,1012.0,1688.0,True,True,True,"3500, 7000, corpus"
部,bù,"ministry; department; section; part; division; troops; board; classifier for works of literature, films, machines etc",HSK2 Expansion,179.0,1972176.0,1038.9045242709162,58.07990344486532,3168.0,6015.0,True,True,True,"3500, 7000, corpus"
太,tài,highest; greatest; too (much); very; extremely,HSK2 Expansion,180.0,1962845.0,1033.989132279546,58.18330235809328,714.0,1164.0,True,True,True,"3500, 7000, corpus"
日,rì,"abbr. for 日本[Ri4 ben3], Japan",HSK2 Expansion,181.0,1944999.0,1024.5882014599142,58.28576117823927,1425.0,2347.0,True,True,True,"3500, 7000, corpus"
少,shǎo,few; less; to lack; to be missing; to stop (doing sth); seldom,HSK2 Expansion,182.0,1940099.0,1022.0069753579195,58.38796187577506,869.0,1423.0,True,True,True,"3500, 7000, corpus"
战,zhàn,to fight; fight; war; battle,HSK2 Expansion,183.0,1924225.0,1013.6448563491309,58.48932636140997,1166.0,1964.0,True,True,True,"3500, 7000, corpus"
理,lǐ,texture; grain (of wood); inner essence; intrinsic order; reason; logic; truth; science; natural science (esp. physics); to manage; to pay attention to; to run (affairs); to handle; to put in order; to tidy up,HSK2 Expansion,184.0,1903915.0,1002.9459375467814,58.58962095516465,2025.0,3560.0,True,True,True,"3500, 7000, corpus"
直,zhí,"surname Zhi; Zhi (c. 2000 BC), fifth of the legendary Flame Emperors 炎帝[Yan2 di4] descended from Shennong 神農|神农[Shen2 nong2] Farmer God",HSK2 Expansion,185.0,1902380.0,1002.1373289617688,58.68983468806083,2137.0,3829.0,True,True,True,"3500, 7000, corpus"
重,zhòng,to repeat; repetition; again; re-; classifier: layer,HSK2 Expansion,186.0,1900814.0,1001.3123901708049,58.78996592707791,3193.0,6097.0,True,True,True,"3500, 7000, corpus"
王,wáng,surname Wang,HSK2 Expansion,187.0,1891711.0,996.5171042103033,58.88961763749894,2009.0,3515.0,True,True,True,"3500, 7000, corpus"
像,xiàng,to resemble; to be like; to look as if; such as; appearance; image; portrait; image under a mapping (math.),HSK2 Expansion,188.0,1883479.0,992.1806443589521,58.98883570193483,215.0,321.0,True,True,True,"3500, 7000, corpus"
脸,liǎn,"face; CL:張|张[zhang1],個|个[ge4]",HSK2 Expansion,189.0,1845354.0,972.097124942922,59.08604541442912,2563.0,4691.0,True,True,True,"3500, 7000, corpus"
比,bǐ,Belgium; Belgian; abbr. for 比利時|比利时[Bi3 li4 shi2],HSK2 Expansion,190.0,1844194.0,971.4860591718375,59.183194020346306,1686.0,2822.0,True,True,True,"3500, 7000, corpus"
快,kuài,rapid; quick; speed; rate; soon; almost; to make haste; clever; sharp (of knives or wits); forthright; plainspoken; gratified; pleased; pleasant,HSK2 Expansion,191.0,1840001.0,969.277267121702,59.28012174705847,1061.0,1768.0,True,True,True,"3500, 7000, corpus"
