front,back,tags
乎,"hū<br>(classical particle similar to 於|于[yu2]) in; at; from; because; than; (classical final particle similar to 嗎|吗[ma5], 吧[ba5], 呢[ne5], expressing question, doubt or astonishment)<br><small>介乎 (jiè hū); 似乎 (sì hū); 全乎 (quán hū)</small>",hsk3_expansion
剑,"jiàn<br>double-edged sword; CL:口[kou3],把[ba3]; classifier for blows of a sword<br><small>佩剑 (pèi jiàn); 击剑 (jī jiàn); 刀剑 (dāo jiàn)</small>",hsk3_expansion
往,wǎng<br>to go (in a direction); to; towards; (of a train) bound for; past; previous<br><small>交往 (jiāo wǎng); 以往 (yǐ wǎng); 前往 (qián wǎng)</small>,hsk3_expansion
量,liàng<br>to measure<br><small>丈量 (zhàng liáng); 产量 (chǎn liàng); 估量 (gū liáng)</small>,hsk3_expansion
早,zǎo<br>early; morning; Good morning!; long ago; prematurely<br><small>一早 (yī zǎo); 今早 (jīn zǎo); 即早 (jí zǎo)</small>,hsk3_expansion
结,jié<br>(of a plant) to produce (fruit or seeds); Taiwan pr. [jie2]<br><small>了结 (liǎo jié); 交结 (jiāo jié); 具结 (jù jié)</small>,hsk3_expansion
怕,pà<br>surname Pa<br><small>不怕 (bù pà); 只怕 (zhǐ pà); 可怕 (kě pà)</small>,hsk3_expansion
流,"liú<br>to flow; to disseminate; to circulate or spread; to move or drift; to degenerate; to banish or send into exile; stream of water or sth resembling one; class, rate or grade<br><small>一流 (yì liú); 三流 (sān liú); 上流 (shàng liú)</small>",hsk3_expansion
突,tū<br>to dash; to move forward quickly; to bulge; to protrude; to break through; to rush out; sudden; Taiwan pr. [tu2]<br><small>乳突 (rǔ tū); 冲突 (chōng tū); 唐突 (táng tū)</small>,hsk3_expansion
坐,zuò<br>surname Zuo<br><small>乘坐 (chéng zuò); 反坐 (fǎn zuò); 后坐 (hòu zuò)</small>,hsk3_expansion
斯,sī<br>Slovakia; Slovak; abbr. for 斯洛伐克[Si1 luo4 fa2 ke4]<br><small>如斯 (rú sī); 宙斯 (zhòu sī); 希斯 (xī sī)</small>,hsk3_expansion
音,yīn<br>sound; noise; note (of musical scale); tone; news; syllable; reading (phonetic value of a character)<br><small>三音 (sān yīn); 串音 (chuàn yīn); 主音 (zhǔ yīn)</small>,hsk3_expansion
紧,jǐn<br>tight; strict; close at hand; near; urgent; tense; hard up; short of money; to tighten<br><small>严紧 (yán jǐn); 关紧 (guān jǐn); 加紧 (jiā jǐn)</small>,hsk3_expansion
指,zhǐ<br>finger; to point at or to; to indicate or refer to; to depend on; to count on; (of hair) to stand on end<br><small>中指 (zhōng zhǐ); 二指 (èr zhǐ); 五指 (wǔ zhǐ)</small>,hsk3_expansion
拉,lā<br>to pull; to play (a bowed instrument); to drag; to draw; to chat; (coll.) to empty one's bowels<br><small>乌拉 (wū lā); 划拉 (huá lā); 半拉 (bàn lǎ)</small>,hsk3_expansion
杀,shā<br>to kill; to slay; to murder; to attack; to weaken; to reduce; (dialect) to smart; (used after a verb) extremely<br><small>仇杀 (chóu shā); 他杀 (tā shā); 冲杀 (chōng shā)</small>,hsk3_expansion
半,bàn<br>half; semi-; incomplete; (after a number) and a half<br><small>一半 (yí bàn); 上半 (shàng bàn); 下半 (xià bàn)</small>,hsk3_expansion
记,"jì<br>to record; to note; to memorize; to remember; mark; sign; classifier for blows, kicks, shots<br><small>书记 (shū jì); 传记 (zhuàn jì); 侧记 (cè jì)</small>",hsk3_expansion
且,qiě<br>and; moreover; yet; for the time being; to be about to; both (... and...)<br><small>且休 (qiě xiū); 且慢 (qiě màn); 且说 (qiě shuō)</small>,hsk3_expansion
利,lì<br>surname Li<br><small>不利 (bù lì); 专利 (zhuān lì); 互利 (hù lì)</small>,hsk3_expansion
合,"hé<br>100 ml; one-tenth of a peck; measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗<br><small>不合 (bù hé); 交合 (jiāo hé); 会合 (huì hé)</small>",hsk3_expansion
倒,dào<br>to fall; to collapse; to lie horizontally; to fail; to go bankrupt; to overthrow; to change (trains or buses); to move around; to resell at a profit<br><small>倒下 (dǎo xià); 倒仓 (dǎo cāng); 倒伏 (dǎo fú)</small>,hsk3_expansion
书,shū<br>abbr. for 書經|书经[Shu1 jing1]<br><small>上书 (shàng shū); 丛书 (cóng shū); 书亭 (shū tíng)</small>,hsk3_expansion
度,"dù<br>to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences<br><small>一度 (yí dù); 三度 (sān dù); 丰度 (fēng dù)</small>",hsk3_expansion
微,wēi<br>surname Wei; ancient Chinese state near present-day Chongqing; Taiwan pr. [Wei2]<br><small>些微 (xiē wēi); 低微 (dī wēi); 入微 (rù wēi)</small>,hsk3_expansion
步,bù<br>surname Bu<br><small>举步 (jǔ bù); 代步 (dài bù); 优步 (yōu bù)</small>,hsk3_expansion
教,jiào<br>surname Jiao<br><small>三教 (sān jiào); 主教 (zhǔ jiào); 从教 (cóng jiào)</small>,hsk3_expansion
喜,xǐ<br>to be fond of; to like; to enjoy; to be happy; to feel pleased; happiness; delight; glad<br><small>七喜 (qī xǐ); 双喜 (shuāng xǐ); 可喜 (kě xǐ)</small>,hsk3_expansion
越,yuè<br>generic word for peoples or states of south China or south Asia at different historical periods; abbr. for Vietnam 越南<br><small>优越 (yōu yuè); 僭越 (jiàn yuè); 北越 (běi yuè)</small>,hsk3_expansion
影,yǐng<br>picture; image; film; movie; photograph; reflection; shadow; trace<br><small>人影 (rén yǐng); 从影 (cóng yǐng); 侧影 (cè yǐng)</small>,hsk3_expansion
谁,shuí<br>who; also pr. [shui2]<br><small>谁料 (shuí liào); 谁知 (shuí zhī); 阿谁 (ā shuí)</small>,hsk3_expansion
冷,lěng<br>surname Leng<br><small>冰冷 (bīng lěng); 冷傲 (lěng ào); 冷僻 (lěng pì)</small>,hsk3_expansion
深,shēn<br>(lit. and fig.) deep<br><small>加深 (jiā shēn); 幽深 (yōu shēn); 景深 (jǐng shēn)</small>,hsk3_expansion
告,gào<br>(bound form) to say; to tell; to announce; to report; to denounce; to file a lawsuit; to sue<br><small>传告 (chuán gào); 公告 (gōng gào); 劝告 (quàn gào)</small>,hsk3_expansion
落,luò<br>to leave out; to be missing; to leave behind or forget to bring; to lag or fall behind<br><small>下落 (xià luò); 低落 (dī luò); 冷落 (lěng luò)</small>,hsk3_expansion
象,xiàng<br>elephant; CL:隻|只[zhi1]; shape; form; appearance; to imitate<br><small>万象 (wàn xiàng); 乱象 (luàn xiàng); 假象 (jiǎ xiàng)</small>,hsk3_expansion
容,róng<br>surname Rong<br><small>不容 (bù róng); 从容 (cóng róng); 仪容 (yí róng)</small>,hsk3_expansion
怪,guài<br>bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather<br><small>丑怪 (chǒu guài); 休怪 (xiū guài); 作怪 (zuò guài)</small>,hsk3_expansion
传,chuán<br>to pass on; to spread; to transmit; to infect; to transfer; to circulate; to conduct (electricity)<br><small>上传 (shàng chuán); 传世 (chuán shì); 传习 (chuán xí)</small>,hsk3_expansion
钱,qián<br>surname Qian<br><small>付钱 (fù qián); 价钱 (jià qián); 赚钱 (zhuàn qián)</small>,hsk3_expansion
提,tí<br>used in 提防[di1 fang5] and 提溜[di1 liu5]<br><small>免提 (miǎn tí); 前提 (qián tí); 喜提 (xǐ tí)</small>,hsk3_expansion
言,yán<br>words; speech; to say; to talk<br><small>一言 (yī yán); 代言 (dài yán); 传言 (chuán yán)</small>,hsk3_expansion
随,suí<br>surname Sui<br><small>任随 (rèn suí); 伴随 (bàn suí); 听随 (tīng suí)</small>,hsk3_expansion
每,měi<br>each; every<br><small>每个 (měi gè); 每人 (měi rén); 每周 (měi zhōu)</small>,hsk3_expansion
双,shuāng<br>surname Shuang<br><small>双乳 (shuāng rǔ); 双亲 (shuāng qīn); 双人 (shuāng rén)</small>,hsk3_expansion
服,"fú<br>clothes; dress; garment; to serve (in the military, a prison sentence etc); to obey; to be convinced (by an argument); to convince; to admire; to acclimatize; to take (medicine); m<br><small>不服 (bù fú); 丧服 (sāng fú); 亵服 (xiè fú)</small>",hsk3_expansion
击,jī<br>to hit; to strike; to break; Taiwan pr. [ji2]<br><small>伏击 (fú jī); 冲击 (chōng jī); 出击 (chū jī)</small>,hsk3_expansion
武,wǔ<br>surname Wu<br><small>习武 (xí wǔ); 人武 (rén wǔ); 冯武 (féng wǔ)</small>,hsk3_expansion
哪,nǎ<br>how; which<br><small>吗哪 (ma nǎ); 哪个 (nǎ ge); 哪些 (nǎ xiē)</small>,hsk3_expansion
数,shù<br>to count; to count as; to regard as; to enumerate; to list<br><small>个数 (gè shù); 为数 (wéi shù); 乘数 (chéng shù)</small>,hsk3_expansion
站,zhàn<br>station; to stand; to halt; to stop; branch of a company or organization; website<br><small>停站 (tíng zhàn); 兵站 (bīng zhàn); 出站 (chū zhàn)</small>,hsk3_expansion
奇,qí<br>odd (number)<br><small>传奇 (chuán qí); 佩奇 (pèi qí); 出奇 (chū qí)</small>,hsk3_expansion
房,fáng<br>surname Fang<br><small>书房 (shū fáng); 买房 (mǎi fáng); 乳房 (rǔ fáng)</small>,hsk3_expansion
管,guǎn<br>surname Guan<br><small>不管 (bù guǎn); 专管 (zhuān guǎn); 主管 (zhǔ guǎn)</small>,hsk3_expansion
灵,líng<br>quick; alert; efficacious; effective; to come true; spirit; departed soul; coffin<br><small>不灵 (bù líng); 亡灵 (wáng líng); 哭灵 (kū líng)</small>,hsk3_expansion
刻,kè<br>quarter (hour); moment; to carve; to engrave; to cut; oppressive; classifier for short time intervals<br><small>光刻 (guāng kè); 刻写 (kè xiě); 刻刀 (kè dāo)</small>,hsk3_expansion
题,tí<br>surname Ti<br><small>不题 (bù tí); 专题 (zhuān tí); 主题 (zhǔ tí)</small>,hsk3_expansion
衣,yī<br>clothes; CL:件[jian4]; Kangxi radical 145<br><small>上衣 (shàng yī); 估衣 (gù yī); 便衣 (biàn yī)</small>,hsk3_expansion
周,zhōu<br>surname Zhou; Zhou Dynasty (1046–256 BC)<br><small>一周 (yī zhōu); 上周 (shàng zhōu); 下周 (xià zhōu)</small>,hsk3_expansion
静,jìng<br>still; calm; quiet; not moving<br><small>僻静 (pì jìng); 冷静 (lěng jìng); 动静 (dòng jìng)</small>,hsk3_expansion
伤,shāng<br>to injure; injury; wound<br><small>中伤 (zhòng shāng); 伤亡 (shāng wáng); 伤人 (shāng rén)</small>,hsk3_expansion
百,bǎi<br>surname Bai<br><small>凡百 (fán bǎi); 半百 (bàn bǎi); 数百 (shù bǎi)</small>,hsk3_expansion
拿,ná<br>to hold; to seize; to catch; to apprehend; to take; (used in the same way as 把[ba3]: to mark the following noun as a direct object)<br><small>哈拿 (hā ná); 大拿 (dà ná); 手拿 (shǒu ná)</small>,hsk3_expansion
妈,mā<br>ma; mom; mother<br><small>亲妈 (qīn mā); 你妈 (nǐ mā); 后妈 (hòu mā)</small>,hsk3_expansion
办,"bàn<br>to take care of (a matter); to deal with (a task, procedure etc); to organize (an event); to establish; to set up; to manage; to run (an enterprise); (law) to handle; to investigat<br><small>主办 (zhǔ bàn); 举办 (jǔ bàn); 买办 (mǎi bàn)</small>",hsk3_expansion
星,xīng<br>star; heavenly body; satellite; small amount<br><small>三星 (sān xīng); 上星 (shàng xīng); 五星 (wǔ xīng)</small>,hsk3_expansion
化,huà<br>to make into; to change into; -ization; to ... -ize; to transform; abbr. for 化學|化学[hua4 xue2]<br><small>丑化 (chǒu huà); 乳化 (rǔ huà); 优化 (yōu huà)</small>,hsk3_expansion
功,gōng<br>meritorious deed or service; achievement; result; service; accomplishment; work (physics)<br><small>丰功 (fēng gōng); 做功 (zuò gōng); 军功 (jūn gōng)</small>,hsk3_expansion
绝,jué<br>to cut short; extinct; to disappear; to vanish; absolutely; by no means<br><small>不绝 (bù jué); 做绝 (zuò jué); 决绝 (jué jué)</small>,hsk3_expansion
系,xì<br>to connect; to relate to; to tie up; to bind; to be (literary)<br><small>世系 (shì xì); 体系 (tǐ xì); 佛系 (fó xì)</small>,hsk3_expansion
般,bān<br>sort; kind; class; way; manner<br><small>一般 (yì bān); 万般 (wàn bān); 全般 (quán bān)</small>,hsk3_expansion
必,bì<br>certainly; must; will; necessarily<br><small>不必 (bù bì); 何必 (hé bì); 务必 (wù bì)</small>,hsk3_expansion
业,yè<br>surname Ye<br><small>专业 (zhuān yè); 业主 (yè zhǔ); 业余 (yè yú)</small>,hsk3_expansion
尔,ěr<br>thus; so; like that; you; thou<br><small>乃尔 (nǎi ěr); 保尔 (bǎo ěr); 偶尔 (ǒu ěr)</small>,hsk3_expansion
件,"jiàn<br>item; component; classifier for events, things, clothes etc<br><small>事件 (shì jiàn); 件数 (jiàn shù); 作件 (zuò jiàn)</small>",hsk3_expansion
血,xuè<br>see 血[xue4]<br><small>一血 (yī xuè); 供血 (gōng xuè); 便血 (biàn xiě)</small>,hsk3_expansion
代,dài<br>to be a substitute for; to act on behalf of; to replace; to substitute; generation; dynasty; age; period; (historical) era; (geological) eon<br><small>一代 (yí dài); 万代 (wàn dài); 三代 (sān dài)</small>,hsk3_expansion
精,jīng<br>essence; extract; vitality; energy; semen; sperm; mythical goblin spirit; highly perfected; elite; the pick of sth; proficient (refined ability); extremely (fine); selected rice (a<br><small>人精 (rén jīng); 受精 (shòu jīng); 吞精 (tūn jīng)</small>,hsk3_expansion
弟,dì<br>younger brother; junior male; I (modest word in letter)<br><small>仁弟 (rén dì); 令弟 (lìng dì); 兄弟 (xiōng dì)</small>,hsk3_expansion
终,zhōng<br>end; finish<br><small>临终 (lín zhōng); 剧终 (jù zhōng); 告终 (gào zhōng)</small>,hsk3_expansion
近,jìn<br>near; close to; approximately<br><small>临近 (lín jìn); 亲近 (qīn jìn); 傍近 (bàng jìn)</small>,hsk3_expansion
条,"tiáo<br>strip; item; article; clause (of law or treaty); classifier for long thin things (ribbon, river, road, trousers etc)<br><small>三条 (sān tiáo); 便条 (biàn tiáo); 信条 (xìn tiáo)</small>",hsk3_expansion
青,qīng<br>short name for Qinghai 青海[Qing1 hai3]<br><small>丹青 (dān qīng); 乌青 (wū qīng); 元青 (yuán qīng)</small>,hsk3_expansion
界,jiè<br>(bound form) boundary; border; (bound form) realm<br><small>上界 (shàng jiè); 下界 (xià jiè); 世界 (shì jiè)</small>,hsk3_expansion
司,sī<br>surname Si<br><small>公司 (gōng sī); 司机 (sī jī); 司法 (sī fǎ)</small>,hsk3_expansion
整,zhěng<br>(bound form) whole; complete; entire; (before a measure word) whole; (before or after number + measure word) exactly; (bound form) in good order; tidy; neat; (bound form) to put in<br><small>严整 (yán zhěng); 休整 (xiū zhěng); 修整 (xiū zhěng)</small>,hsk3_expansion
欢,huān<br>joyous; happy; pleased<br><small>交欢 (jiāo huān); 合欢 (hé huān); 喜欢 (xǐ huān)</small>,hsk3_expansion
字,zì<br>letter; symbol; character; word; CL:個|个[ge4]; courtesy or style name traditionally given to males aged 20 in dynastic China<br><small>名字 (míng zì); 汉字 (hàn zì); 文字 (wén zì)</small>,hsk3_expansion
晚,wǎn<br>evening; night; late<br><small>今晚 (jīn wǎn); 傍晚 (bàng wǎn); 夜晚 (yè wǎn)</small>,hsk3_expansion
民,mín<br>surname Min<br><small>万民 (wàn mín); 乱民 (luàn mín); 亲民 (qīn mín)</small>,hsk3_expansion
帮,"bāng<br>to help; to assist; to support; for sb (i.e. as a help); hired (as worker); side (of pail, boat etc); outer layer; upper (of a shoe); group; gang; clique; party; secret society<br><small>丐帮 (gài bāng); 中帮 (zhōng bāng); 低帮 (dī bāng)</small>",hsk3_expansion
切,qiè<br>to cut; to slice; to carve; (math) tangential<br><small>一切 (yī qiè); 亲切 (qīn qiè); 余切 (yú qiē)</small>,hsk3_expansion
即,jí<br>namely; that is; i.e.; prompt; at once; at present; even if; prompted (by the occasion); to approach; to come into contact; to assume (office); to draw near<br><small>亦即 (yì jí); 即为 (jí wèi); 即付 (jí fù)</small>,hsk3_expansion
忙,máng<br>busy; hurriedly; to hurry; to rush<br><small>不忙 (bù máng); 农忙 (nóng máng); 匆忙 (cōng máng)</small>,hsk3_expansion
交,jiāo<br>to hand over; to deliver; to pay (money); to turn over; to make friends; (of lines) to intersect<br><small>上交 (shàng jiāo); 世交 (shì jiāo); 义交 (yì jiāo)</small>,hsk3_expansion
或,huò<br>maybe; perhaps; might; possibly; or<br><small>亦或 (yì huò); 倘或 (tǎng huò); 即或 (jí huò)</small>,hsk3_expansion
暗,àn<br>dark; to turn dark; secret; hidden; (literary) confused; ignorant<br><small>凄暗 (qī àn); 发暗 (fā àn); 变暗 (biàn àn)</small>,hsk3_expansion
夫,fū<br>husband; man; manual worker; conscripted laborer (old)<br><small>丁夫 (dīng fū); 丈夫 (zhàng fū); 为夫 (wèi fū)</small>,hsk3_expansion
员,yuán<br>(bound form) person engaged in a certain field of activity; (bound form) member; classifier for military generals<br><small>一员 (yī yuán); 专员 (zhuān yuán); 人员 (rén yuán)</small>,hsk3_expansion
根,"gēn<br>root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; CL:條|条[tiao2]; radical (chemistry)<br><small>业根 (yè gēn); 侧根 (cè gēn); 刨根 (páo gēn)</small>",hsk3_expansion
石,"shí<br>surname Shi; abbr. for Shijiazhuang 石家莊|石家庄[Shi2 jia1 zhuang1], the capital of Hebei<br><small>乔石 (qiáo shí); 乱石 (luàn shí); 云石 (yún shí)</small>",hsk3_expansion
哈,"hā<br>abbr. for 哈薩克斯坦|哈萨克斯坦[Ha1 sa4 ke4 si1 tan3], Kazakhstan; abbr. for 哈爾濱|哈尔滨[Ha1 er3 bin1], Harbin<br><small>二哈 (èr hā); 亚哈 (yà hā); 公哈 (gōng hā)</small>",hsk3_expansion
夜,yè<br>night<br><small>上夜 (shàng yè); 今夜 (jīn yè); 侵夜 (qīn yè)</small>,hsk3_expansion
父,fù<br>(bound form) father; (bound form) male relative of father's generation (as in 伯父[bo2 fu4]); (computing) (bound form) parent-<br><small>严父 (yán fù); 丧父 (sàng fù); 为父 (wèi fù)</small>,hsk3_expansion
制,zhì<br>system; to control; to regulate<br><small>专制 (zhuān zhì); 产制 (chǎn zhì); 仿制 (fǎng zhì)</small>,hsk3_expansion
友,yǒu<br>friend<br><small>交友 (jiāo yǒu); 亲友 (qīn yǒu); 会友 (huì yǒu)</small>,hsk3_expansion
阿,"ā<br>prefix used before monosyllabic names, kinship terms etc to indicate familiarity; used in transliteration; (bound form) Afghanistan (abbr. for 阿富汗[A1 fu4 han4]); (bound form) Alban<br><small>巴阿 (bā ā); 泰阿 (tài ā); 阿三 (ā sān)</small>",hsk3_expansion
息,xī<br>breath; news; interest (on an investment or loan); to cease; to stop; to rest; Taiwan pr. [xi2]<br><small>不息 (bù xī); 休息 (xiū xī); 低息 (dī xī)</small>,hsk3_expansion
冲,chōng<br>(of water) to dash against; to mix with water; to infuse; to rinse; to flush; to develop (a film); to rise in the air; to clash; to collide with<br><small>俯冲 (fǔ chōng); 八冲 (bā chōng); 冲入 (chōng rù)</small>,hsk3_expansion
酒,"jiǔ<br>wine (esp. rice wine); liquor; spirits; alcoholic beverage; CL:杯[bei1],瓶[ping2],罐[guan4],桶[tong3],缸[gang1]<br><small>下酒 (xià jiǔ); 佐酒 (zuǒ jiǔ); 劝酒 (quàn jiǔ)</small>",hsk3_expansion
保,bǎo<br>Bulgaria (abbr. for 保加利亞|保加利亚[Bao3 jia1 li4 ya4])<br><small>中保 (zhōng bǎo); 交保 (jiāo bǎo); 人保 (rén bǎo)</small>,hsk3_expansion
片,piàn<br>disk; sheet<br><small>上片 (shàng piàn); 下片 (xià piàn); 倒片 (dào piàn)</small>,hsk3_expansion
形,xíng<br>to appear; to look; form; shape<br><small>五形 (wǔ xíng); 人形 (rén xíng); 伞形 (sǎn xíng)</small>,hsk3_expansion
阵,zhèn<br>disposition of troops; wave; spate; burst; spell; short period of time; classifier for events or states of short duration<br><small>一阵 (yī zhèn); 上阵 (shàng zhèn); 临阵 (lín zhèn)</small>,hsk3_expansion
南,nán<br>surname Nan<br><small>东南 (dōng nán); 以南 (yǐ nán); 华南 (huá nán)</small>,hsk3_expansion
决,jué<br>to decide; to determine; to execute (sb); (of a dam etc) to breach or burst; definitely; certainly<br><small>先决 (xiān jué); 公决 (gōng jué); 冲决 (chōng jué)</small>,hsk3_expansion
请,qǐng<br>to ask; to invite; please (do sth); to treat (to a meal etc); to request<br><small>促请 (cù qǐng); 务请 (wù qǐng); 吁请 (yù qǐng)</small>,hsk3_expansion
各,gè<br>each; every<br><small>各个 (gè gè); 各人 (gè rén); 各位 (gè wèi)</small>,hsk3_expansion
报,bào<br>to report; to inform; to announce; to respond; to reply; to sign up for; to register for (abbr. for 報名|报名[bao4 ming2]); to reward; to recompense; to take revenge; to retaliate; new<br><small>上报 (shàng bào); 举报 (jǔ bào); 书报 (shū bào)</small>,hsk3_expansion
兴,xīng<br>surname Xing<br><small>不兴 (bù xīng); 中兴 (zhōng xīng); 乘兴 (chéng xìng)</small>,hsk3_expansion
阳,"yáng<br>positive (electric.); sun; male principle (Taoism); Yang, opposite: 陰|阴[yin1]<br><small>倒阳 (dào yáng); 向阳 (xiàng yáng); 喜阳 (xǐ yáng)</small>",hsk3_expansion
急,jí<br>urgent; pressing; rapid; hurried; worried; to make (sb) anxious<br><small>便急 (biàn jí); 内急 (nèi jí); 加急 (jiā jí)</small>,hsk3_expansion
语,yǔ<br>dialect; language; speech<br><small>不语 (bù yǔ); 主语 (zhǔ yǔ); 丽语 (lì yǔ)</small>,hsk3_expansion
令,lìng<br>used in 脊令[ji2 ling2]; used in 令狐[Ling2 hu2] (Taiwan pr. [ling4])<br><small>下令 (xià lìng); 令亲 (lìng qīn); 令人 (lìng rén)</small>,hsk3_expansion
错,cuò<br>surname Cuo<br><small>不错 (bù cuò); 交错 (jiāo cuò); 做错 (zuò cuò)</small>,hsk3_expansion
及,jí<br>and; to reach; up to; in time for<br><small>不及 (bù jí); 以及 (yǐ jí); 企及 (qǐ jí)</small>,hsk3_expansion
刘,liú<br>surname Liu<br><small>刘向 (liú xiàng); 刘基 (liú jī); 刘备 (liú bèi)</small>,hsk3_expansion
极,"jí<br>extremely; pole (geography, physics); utmost; top<br><small>两极 (liǎng jí); 偏极 (piān jí); 偶极 (ǒu jí)</small>",hsk3_expansion
识,shí<br>to know; knowledge; Taiwan pr. [shi4]<br><small>共识 (gòng shí); 初识 (chū shí); 博识 (bó shí)</small>,hsk3_expansion
备,bèi<br>(bound form) to prepare; to equip; (literary) fully; completely<br><small>不备 (bù bèi); 储备 (chǔ bèi); 具备 (jù bèi)</small>,hsk3_expansion
慢,màn<br>slow<br><small>且慢 (qiě màn); 亵慢 (xiè màn); 侮慢 (wǔ màn)</small>,hsk3_expansion
雪,xuě<br>surname Xue<br><small>下雪 (xià xuě); 似雪 (shì xuě); 冰雪 (bīng xuě)</small>,hsk3_expansion
苦,kǔ<br>bitter; hardship; pain; to suffer; to bring suffering to; painstakingly<br><small>何苦 (hé kǔ); 八苦 (bā kǔ); 冤苦 (yuān kǔ)</small>,hsk3_expansion
若,ruò<br>used in 般若[bo1 re3]; used in 蘭若|兰若[lan2 re3]<br><small>不若 (bù ruò); 倘若 (tǎng ruò); 假若 (jiǎ ruò)</small>,hsk3_expansion
领,"lǐng<br>neck; collar; to lead; to receive; classifier for clothes, mats, screens etc<br><small>冒领 (mào lǐng); 占领 (zhàn lǐng); 受领 (shòu lǐng)</small>",hsk3_expansion
收,shōu<br>to receive; to accept; to collect; to put away; to restrain; to stop; in care of (used on address line after name)<br><small>丰收 (fēng shōu); 代收 (dài shōu); 催收 (cuī shōu)</small>,hsk3_expansion
底,dǐ<br>(equivalent to 的 as possessive particle)<br><small>交底 (jiāo dǐ); 保底 (bǎo dǐ); 兜底 (dōu dǐ)</small>,hsk3_expansion
尽,jǐn<br>to the greatest extent; (when used before a noun of location) furthest or extreme; to be within the limits of; to give priority to<br><small>不尽 (bù jìn); 丧尽 (sàng jǐn); 使尽 (shǐ jǐn)</small>,hsk3_expansion
准,zhǔn<br>to allow; to grant; in accordance with; in the light of<br><small>一准 (yī zhǔn); 不准 (bù zhǔn); 为准 (wèi zhǔn)</small>,hsk3_expansion
华,huá<br>abbr. for China<br><small>侵华 (qīn huá); 光华 (guāng huá); 升华 (shēng huá)</small>,hsk3_expansion
答,"dá<br>bound form having the same meaning as the free word 答[da2], used in 答應|答应[da1 ying5], 答理[da1 li5] etc<br><small>作答 (zuò dá); 回答 (huí dá); 对答 (duì dá)</small>",hsk3_expansion
众,"zhòng<br>abbr. for 眾議院|众议院[Zhong4 yi4 yuan4], House of Representatives<br><small>一众 (yī zhòng); 从众 (cóng zhòng); 众人 (zhòng rén)</small>",hsk3_expansion
千,qiān<br>thousand<br><small>万千 (wàn qiān); 几千 (jǐ qiān); 千万 (qiān wàn)</small>,hsk3_expansion
消,xiāo<br>to diminish; to subside; to consume; to reduce; to idle away (the time); (after 不[bu4] or 只[zhi3] or 何[he2] etc) to need; to require; to take<br><small>不消 (bù xiāo); 取消 (qǔ xiāo); 只消 (zhǐ xiāo)</small>,hsk3_expansion
视,"shì<br>(literary, or bound form) to look at<br><small>下视 (xià shì); 临视 (lín shì); 乱视 (luàn shì)</small>",hsk3_expansion
罗,luó<br>surname Luo<br><small>佐罗 (zuǒ luó); 保罗 (bǎo luó); 修罗 (xiū luó)</small>,hsk3_expansion
敢,gǎn<br>to dare; daring; (polite) may I venture<br><small>勇敢 (yǒng gǎn); 岂敢 (qǐ gǎn); 敢为 (gǎn wèi)</small>,hsk3_expansion
留,liú<br>to leave (a message etc); to retain; to stay; to remain; to keep; to preserve<br><small>久留 (jiǔ liú); 余留 (yú liú); 保留 (bǎo liú)</small>,hsk3_expansion
克,"kè<br>abbr. for 克羅地亞|克罗地亚[Ke4 luo2 di4 ya4], Croatia; (Tw) abbr. for 克羅埃西亞|克罗埃西亚[Ke4 luo2 ai1 xi1 ya4], Croatia<br><small>不克 (bù kè); 克俭 (kè jiǎn); 克制 (kè zhì)</small>",hsk3_expansion
乐,lè<br>surname Le<br><small>乐之 (lè zhī); 乐事 (lè shì); 乐于 (lè yú)</small>,hsk3_expansion
够,gòu<br>enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out<br><small>不够 (bù gòu); 受够 (shòu gòu); 够呛 (gòu qiàng)</small>,hsk3_expansion
跑,pǎo<br>(of an animal) to paw (the ground)<br><small>乱跑 (luàn pǎo); 偷跑 (tōu pǎo); 助跑 (zhù pǎo)</small>,hsk3_expansion
显,xiǎn<br>to make visible; to reveal; prominent; conspicuous; (prefix) phanero-<br><small>凸显 (tū xiǎn); 外显 (wài xiǎn); 威显 (wēi xiǎn)</small>,hsk3_expansion
嘴,"zuǐ<br>mouth; beak; nozzle; spout (of teapot etc); CL:張|张[zhang1],個|个[ge4]<br><small>争嘴 (zhēng zuǐ); 亲嘴 (qīn zuǐ); 住嘴 (zhù zuǐ)</small>",hsk3_expansion
官,guān<br>surname Guan<br><small>上官 (shàng guān); 丢官 (diū guān); 买官 (mǎi guān)</small>,hsk3_expansion
断,duàn<br>to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly<br><small>不断 (bù duàn); 专断 (zhuān duàn); 中断 (zhōng duàn)</small>,hsk3_expansion
未,"wèi<br>not yet; did not; have not; not; 8th earthly branch: 1-3 p.m., 6th solar month (7th July-6th August), year of the Sheep; ancient Chinese compass point: 210°<br><small>丁未 (dīng wèi); 乙未 (yǐ wèi); 从未 (cóng wèi)</small>",hsk3_expansion
